Geography,Geography code,Week,CauseOfDeath,PlaceOfDeath,RegistrationOrOccurrence,death2020
Hillingdon,E09000017,Week 15,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 15,COVID 19,Home,Occurrences,5
Hillingdon,E09000017,Week 15,COVID 19,Home,Registrations,4
Hillingdon,E09000017,Week 15,COVID 19,Hospice,Occurrences,1
Hillingdon,E09000017,Week 15,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 15,COVID 19,Hospital,Occurrences,48
Hillingdon,E09000017,Week 15,COVID 19,Hospital,Registrations,46
Hillingdon,E09000017,Week 15,COVID 19,Other communal establishment,Occurrences,1
Hillingdon,E09000017,Week 15,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 16,COVID 19,Care home,Occurrences,17
Hillingdon,E09000017,Week 16,COVID 19,Care home,Registrations,10
Hillingdon,E09000017,Week 16,COVID 19,Elsewhere,Occurrences,1
Hillingdon,E09000017,Week 16,COVID 19,Elsewhere,Registrations,1
Hillingdon,E09000017,Week 16,COVID 19,Home,Occurrences,6
Hillingdon,E09000017,Week 16,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 16,COVID 19,Hospice,Occurrences,2
Hillingdon,E09000017,Week 16,COVID 19,Hospice,Registrations,1
Hillingdon,E09000017,Week 16,COVID 19,Hospital,Occurrences,39
Hillingdon,E09000017,Week 16,COVID 19,Hospital,Registrations,41
Hillingdon,E09000017,Week 16,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 16,COVID 19,Other communal establishment,Registrations,1
Hillingdon,E09000017,Week 17,COVID 19,Care home,Occurrences,18
Hillingdon,E09000017,Week 17,COVID 19,Care home,Registrations,19
Hillingdon,E09000017,Week 17,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 17,COVID 19,Elsewhere,Registrations,1
Hillingdon,E09000017,Week 17,COVID 19,Home,Occurrences,2
Hillingdon,E09000017,Week 17,COVID 19,Home,Registrations,4
Hillingdon,E09000017,Week 17,COVID 19,Hospice,Occurrences,2
Hillingdon,E09000017,Week 17,COVID 19,Hospice,Registrations,4
Hillingdon,E09000017,Week 17,COVID 19,Hospital,Occurrences,27
Hillingdon,E09000017,Week 17,COVID 19,Hospital,Registrations,35
Hillingdon,E09000017,Week 17,COVID 19,Other communal establishment,Occurrences,2
Hillingdon,E09000017,Week 17,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 18,COVID 19,Care home,Occurrences,2
Hillingdon,E09000017,Week 18,COVID 19,Care home,Registrations,18
Hillingdon,E09000017,Week 18,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 18,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 18,COVID 19,Home,Occurrences,3
Hillingdon,E09000017,Week 18,COVID 19,Home,Registrations,6
Hillingdon,E09000017,Week 18,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 18,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 18,COVID 19,Hospital,Occurrences,13
Hillingdon,E09000017,Week 18,COVID 19,Hospital,Registrations,23
Hillingdon,E09000017,Week 18,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 18,COVID 19,Other communal establishment,Registrations,2
Hillingdon,E09000017,Week 19,COVID 19,Care home,Occurrences,2
Hillingdon,E09000017,Week 19,COVID 19,Care home,Registrations,1
Hillingdon,E09000017,Week 19,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 19,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 19,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 19,COVID 19,Home,Registrations,3
Hillingdon,E09000017,Week 19,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 19,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 19,COVID 19,Hospital,Occurrences,9
Hillingdon,E09000017,Week 19,COVID 19,Hospital,Registrations,9
Hillingdon,E09000017,Week 19,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 19,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 2,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 2,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 2,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 2,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 2,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 2,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 2,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 2,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 2,COVID 19,Hospital,Occurrences,0
Hillingdon,E09000017,Week 2,COVID 19,Hospital,Registrations,0
Hillingdon,E09000017,Week 2,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 2,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 20,COVID 19,Care home,Occurrences,1
Hillingdon,E09000017,Week 20,COVID 19,Care home,Registrations,2
Hillingdon,E09000017,Week 20,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 20,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 20,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 20,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 20,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 20,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 20,COVID 19,Hospital,Occurrences,4
Hillingdon,E09000017,Week 20,COVID 19,Hospital,Registrations,6
Hillingdon,E09000017,Week 20,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 20,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 21,COVID 19,Care home,Occurrences,3
Hillingdon,E09000017,Week 21,COVID 19,Care home,Registrations,3
Hillingdon,E09000017,Week 21,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 21,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 21,COVID 19,Home,Occurrences,1
Hillingdon,E09000017,Week 21,COVID 19,Home,Registrations,1
Hillingdon,E09000017,Week 21,COVID 19,Hospice,Occurrences,1
Hillingdon,E09000017,Week 21,COVID 19,Hospice,Registrations,1
Hillingdon,E09000017,Week 21,COVID 19,Hospital,Occurrences,1
Hillingdon,E09000017,Week 21,COVID 19,Hospital,Registrations,3
Hillingdon,E09000017,Week 21,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 21,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 22,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 22,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 22,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 22,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 22,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 22,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 22,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 22,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 22,COVID 19,Hospital,Occurrences,2
Hillingdon,E09000017,Week 22,COVID 19,Hospital,Registrations,2
Hillingdon,E09000017,Week 22,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 22,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 23,COVID 19,Care home,Occurrences,1
Hillingdon,E09000017,Week 23,COVID 19,Care home,Registrations,1
Hillingdon,E09000017,Week 23,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 23,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 23,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 23,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 23,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 23,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 23,COVID 19,Hospital,Occurrences,2
Hillingdon,E09000017,Week 23,COVID 19,Hospital,Registrations,3
Hillingdon,E09000017,Week 23,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 23,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 24,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 24,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 24,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 24,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 24,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 24,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 24,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 24,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 24,COVID 19,Hospital,Occurrences,0
Hillingdon,E09000017,Week 24,COVID 19,Hospital,Registrations,1
Hillingdon,E09000017,Week 24,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 24,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 25,COVID 19,Care home,Occurrences,2
Hillingdon,E09000017,Week 25,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 25,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 25,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 25,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 25,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 25,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 25,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 25,COVID 19,Hospital,Occurrences,1
Hillingdon,E09000017,Week 25,COVID 19,Hospital,Registrations,0
Hillingdon,E09000017,Week 25,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 25,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 26,COVID 19,Care home,Occurrences,1
Hillingdon,E09000017,Week 26,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 26,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 26,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 26,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 26,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 26,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 26,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 26,COVID 19,Hospital,Occurrences,1
Hillingdon,E09000017,Week 26,COVID 19,Hospital,Registrations,1
Hillingdon,E09000017,Week 26,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 26,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 27,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 27,COVID 19,Care home,Registrations,2
Hillingdon,E09000017,Week 27,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 27,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 27,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 27,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 27,COVID 19,Hospice,Occurrences,1
Hillingdon,E09000017,Week 27,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 27,COVID 19,Hospital,Occurrences,0
Hillingdon,E09000017,Week 27,COVID 19,Hospital,Registrations,1
Hillingdon,E09000017,Week 27,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 27,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 28,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 28,COVID 19,Care home,Registrations,1
Hillingdon,E09000017,Week 28,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 28,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 28,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 28,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 28,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 28,COVID 19,Hospice,Registrations,1
Hillingdon,E09000017,Week 28,COVID 19,Hospital,Occurrences,1
Hillingdon,E09000017,Week 28,COVID 19,Hospital,Registrations,0
Hillingdon,E09000017,Week 28,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 28,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 29,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 29,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 29,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 29,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 29,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 29,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 29,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 29,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 29,COVID 19,Hospital,Occurrences,0
Hillingdon,E09000017,Week 29,COVID 19,Hospital,Registrations,1
Hillingdon,E09000017,Week 29,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 29,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 3,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 3,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 3,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 3,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 3,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 3,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 3,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 3,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 3,COVID 19,Hospital,Occurrences,0
Hillingdon,E09000017,Week 3,COVID 19,Hospital,Registrations,0
Hillingdon,E09000017,Week 3,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 3,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 30,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 30,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 30,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 30,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 30,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 30,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 30,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 30,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 30,COVID 19,Hospital,Occurrences,0
Hillingdon,E09000017,Week 30,COVID 19,Hospital,Registrations,0
Hillingdon,E09000017,Week 30,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 30,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 31,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 31,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 31,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 31,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 31,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 31,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 31,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 31,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 31,COVID 19,Hospital,Occurrences,0
Hillingdon,E09000017,Week 31,COVID 19,Hospital,Registrations,0
Hillingdon,E09000017,Week 31,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 31,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 32,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 32,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 32,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 32,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 32,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 32,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 32,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 32,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 32,COVID 19,Hospital,Occurrences,0
Hillingdon,E09000017,Week 32,COVID 19,Hospital,Registrations,0
Hillingdon,E09000017,Week 32,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 32,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 33,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 33,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 33,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 33,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 33,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 33,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 33,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 33,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 33,COVID 19,Hospital,Occurrences,0
Hillingdon,E09000017,Week 33,COVID 19,Hospital,Registrations,0
Hillingdon,E09000017,Week 33,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 33,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 34,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 34,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 34,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 34,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 34,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 34,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 34,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 34,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 34,COVID 19,Hospital,Occurrences,1
Hillingdon,E09000017,Week 34,COVID 19,Hospital,Registrations,0
Hillingdon,E09000017,Week 34,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 34,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 35,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 35,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 35,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 35,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 35,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 35,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 35,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 35,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 35,COVID 19,Hospital,Occurrences,0
Hillingdon,E09000017,Week 35,COVID 19,Hospital,Registrations,1
Hillingdon,E09000017,Week 35,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 35,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 36,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 36,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 36,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 36,COVID 19,Elsewhere,Registrations,0
Hillingdon,E09000017,Week 36,COVID 19,Home,Occurrences,0
Hillingdon,E09000017,Week 36,COVID 19,Home,Registrations,0
Hillingdon,E09000017,Week 36,COVID 19,Hospice,Occurrences,0
Hillingdon,E09000017,Week 36,COVID 19,Hospice,Registrations,0
Hillingdon,E09000017,Week 36,COVID 19,Hospital,Occurrences,0
Hillingdon,E09000017,Week 36,COVID 19,Hospital,Registrations,0
Hillingdon,E09000017,Week 36,COVID 19,Other communal establishment,Occurrences,0
Hillingdon,E09000017,Week 36,COVID 19,Other communal establishment,Registrations,0
Hillingdon,E09000017,Week 37,COVID 19,Care home,Occurrences,0
Hillingdon,E09000017,Week 37,COVID 19,Care home,Registrations,0
Hillingdon,E09000017,Week 37,COVID 19,Elsewhere,Occurrences,0
Hillingdon,E09000017,Week 37,COVID 19,Elsewhere,Registrations,0
